label,class,image,dataset
1,harbor,01977.jpg,train
3,oil_gas_field,01978.jpg,train
7,ship,01979.jpg,train
5,plane,01980.jpg,train
7,ship,01981.jpg,train
9,storage_tank,01982.jpg,train
0,car,01983.jpg,train
8,stadium,01984.jpg,train
0,car,01985.jpg,train
3,oil_gas_field,01986.jpg,train
7,ship,01987.jpg,train
0,car,01988.jpg,train
8,stadium,01989.jpg,train
7,ship,01990.jpg,train
9,storage_tank,01991.jpg,train
5,plane,01992.jpg,train
2,helicopter,01993.jpg,train
7,ship,01994.jpg,train
8,stadium,01995.jpg,train
6,runway_mark,01996.jpg,train
8,stadium,01997.jpg,train
3,oil_gas_field,01998.jpg,train
3,oil_gas_field,01999.jpg,train
5,plane,02000.jpg,train
5,plane,02001.jpg,train
3,oil_gas_field,02002.jpg,train
0,car,02003.jpg,train
4,parking_lot,02004.jpg,train
9,storage_tank,02005.jpg,train
3,oil_gas_field,02006.jpg,train
9,storage_tank,02007.jpg,train
2,helicopter,02008.jpg,train
8,stadium,02009.jpg,train
2,helicopter,02010.jpg,train
3,oil_gas_field,02011.jpg,train
2,helicopter,02012.jpg,train
8,stadium,02013.jpg,train
9,storage_tank,02014.jpg,train
3,oil_gas_field,02015.jpg,train
5,plane,02016.jpg,train
8,stadium,02017.jpg,train
0,car,02018.jpg,train
8,stadium,02019.jpg,train
5,plane,02020.jpg,train
2,helicopter,02021.jpg,train
5,plane,02022.jpg,train
3,oil_gas_field,02023.jpg,train
7,ship,02024.jpg,train
3,oil_gas_field,02025.jpg,train
0,car,02026.jpg,train
7,ship,02027.jpg,train
0,car,02028.jpg,train
5,plane,02029.jpg,train
1,harbor,02030.jpg,train
5,plane,02031.jpg,train
0,car,02032.jpg,train
2,helicopter,02033.jpg,train
6,runway_mark,02034.jpg,train
3,oil_gas_field,02035.jpg,train
0,car,02036.jpg,train
9,storage_tank,02037.jpg,train
0,car,02038.jpg,train
3,oil_gas_field,02039.jpg,train
6,runway_mark,02040.jpg,train
2,helicopter,02041.jpg,train
2,helicopter,02042.jpg,train
6,runway_mark,02043.jpg,train
8,stadium,02044.jpg,train
5,plane,02045.jpg,train
6,runway_mark,02046.jpg,train
3,oil_gas_field,02047.jpg,train
4,parking_lot,02048.jpg,train
0,car,02049.jpg,train
7,ship,02050.jpg,train
5,plane,02051.jpg,train
0,car,02052.jpg,train
5,plane,02053.jpg,train
8,stadium,02054.jpg,train
7,ship,02055.jpg,train
5,plane,02056.jpg,train
0,car,02057.jpg,train
7,ship,02058.jpg,train
4,parking_lot,02059.jpg,train
8,stadium,02060.jpg,train
3,oil_gas_field,02061.jpg,train
5,plane,02062.jpg,train
2,helicopter,02063.jpg,train
5,plane,02064.jpg,train
8,stadium,02065.jpg,train
1,harbor,02066.jpg,train
8,stadium,02067.jpg,train
4,parking_lot,02068.jpg,train
5,plane,02069.jpg,train
7,ship,02070.jpg,train
8,stadium,02071.jpg,train
3,oil_gas_field,02072.jpg,train
5,plane,02073.jpg,train
5,plane,02074.jpg,train
0,car,02075.jpg,train
7,ship,02076.jpg,train
0,car,02077.jpg,train
4,parking_lot,02078.jpg,train
3,oil_gas_field,02079.jpg,train
2,helicopter,02080.jpg,train
5,plane,02081.jpg,train
3,oil_gas_field,02082.jpg,train
6,runway_mark,02083.jpg,train
3,oil_gas_field,02084.jpg,train
8,stadium,02085.jpg,train
1,harbor,02086.jpg,train
2,helicopter,02087.jpg,train
2,helicopter,02088.jpg,train
3,oil_gas_field,02089.jpg,train
7,ship,02090.jpg,train
7,ship,02091.jpg,train
9,storage_tank,02092.jpg,train
0,car,02093.jpg,train
1,harbor,02094.jpg,train
0,car,02095.jpg,train
1,harbor,02096.jpg,train
3,oil_gas_field,02097.jpg,train
5,plane,02098.jpg,train
4,parking_lot,02099.jpg,train
7,ship,02100.jpg,train
5,plane,02101.jpg,train
3,oil_gas_field,02102.jpg,train
7,ship,02103.jpg,train
2,helicopter,02104.jpg,train
2,helicopter,02105.jpg,train
0,car,02106.jpg,train
1,harbor,02107.jpg,train
0,car,02108.jpg,train
4,parking_lot,02109.jpg,train
5,plane,02110.jpg,train
6,runway_mark,02111.jpg,train
4,parking_lot,02112.jpg,train
7,ship,02113.jpg,train
9,storage_tank,02114.jpg,train
3,oil_gas_field,02115.jpg,train
0,car,02116.jpg,train
4,parking_lot,02117.jpg,train
3,oil_gas_field,02118.jpg,train
6,runway_mark,02119.jpg,train
1,harbor,02120.jpg,train
0,car,02121.jpg,train
5,plane,02122.jpg,train
7,ship,02123.jpg,train
0,car,02124.jpg,train
3,oil_gas_field,02125.jpg,train
5,plane,02126.jpg,train
8,stadium,02127.jpg,train
3,oil_gas_field,02128.jpg,train
4,parking_lot,02129.jpg,train
5,plane,02130.jpg,train
5,plane,02131.jpg,train
3,oil_gas_field,02132.jpg,train
8,stadium,02133.jpg,train
0,car,02134.jpg,train
0,car,02135.jpg,train
0,car,02136.jpg,train
7,ship,02137.jpg,train
7,ship,02138.jpg,train
9,storage_tank,02139.jpg,train
8,stadium,02140.jpg,train
4,parking_lot,02141.jpg,train
0,car,02142.jpg,train
9,storage_tank,02143.jpg,train
9,storage_tank,02144.jpg,train
6,runway_mark,02145.jpg,train
5,plane,02146.jpg,train
0,car,02147.jpg,train
1,harbor,02148.jpg,train
0,car,02149.jpg,train
9,storage_tank,02150.jpg,train
0,car,02151.jpg,train
9,storage_tank,02152.jpg,train
9,storage_tank,02153.jpg,train
0,car,02154.jpg,train
6,runway_mark,02155.jpg,train
0,car,02156.jpg,train
9,storage_tank,02157.jpg,train
5,plane,02158.jpg,train
7,ship,02159.jpg,train
5,plane,02160.jpg,train
9,storage_tank,02161.jpg,train
1,harbor,02162.jpg,train
7,ship,02163.jpg,train
5,plane,02164.jpg,train
8,stadium,02165.jpg,train
8,stadium,02166.jpg,train
2,helicopter,02167.jpg,train
5,plane,02168.jpg,train
8,stadium,02169.jpg,train
3,oil_gas_field,02170.jpg,train
9,storage_tank,02171.jpg,train
6,runway_mark,02172.jpg,train
4,parking_lot,02173.jpg,train
0,car,02174.jpg,train
6,runway_mark,02175.jpg,train
1,harbor,02176.jpg,train
6,runway_mark,02177.jpg,train
4,parking_lot,02178.jpg,train
6,runway_mark,02179.jpg,train
7,ship,02180.jpg,train
0,car,02181.jpg,train
7,ship,02182.jpg,train
1,harbor,02183.jpg,train
1,harbor,02184.jpg,train
3,oil_gas_field,02185.jpg,train
8,stadium,02186.jpg,train
1,harbor,02187.jpg,train
6,runway_mark,02188.jpg,train
8,stadium,02189.jpg,train
9,storage_tank,02190.jpg,train
3,oil_gas_field,02191.jpg,train
5,plane,02192.jpg,train
5,plane,02193.jpg,train
5,plane,02194.jpg,train
0,car,02195.jpg,train
2,helicopter,02196.jpg,train
5,plane,02197.jpg,train
4,parking_lot,02198.jpg,train
1,harbor,02199.jpg,train
5,plane,02200.jpg,train
1,harbor,02201.jpg,train
8,stadium,02202.jpg,train
9,storage_tank,02203.jpg,train
2,helicopter,02204.jpg,train
6,runway_mark,02205.jpg,train
7,ship,02206.jpg,train
8,stadium,02207.jpg,train
5,plane,02208.jpg,train
9,storage_tank,02209.jpg,train
9,storage_tank,02210.jpg,train
1,harbor,02211.jpg,train
8,stadium,02212.jpg,train
7,ship,02213.jpg,train
4,parking_lot,02214.jpg,train
7,ship,02215.jpg,train
0,car,02216.jpg,train
3,oil_gas_field,02217.jpg,train
6,runway_mark,02218.jpg,train
1,harbor,02219.jpg,train
4,parking_lot,02220.jpg,train
7,ship,02221.jpg,train
7,ship,02222.jpg,train
2,helicopter,02223.jpg,train
5,plane,02224.jpg,train
5,plane,02225.jpg,train
5,plane,02226.jpg,train
6,runway_mark,02227.jpg,train
6,runway_mark,02228.jpg,train
0,car,02229.jpg,train
2,helicopter,02230.jpg,train
8,stadium,02231.jpg,train
7,ship,02232.jpg,train
2,helicopter,02233.jpg,train
8,stadium,02234.jpg,train
1,harbor,02235.jpg,train
0,car,02236.jpg,train
2,helicopter,02237.jpg,train
1,harbor,02238.jpg,train
4,parking_lot,02239.jpg,train
7,ship,02240.jpg,train
0,car,02241.jpg,train
4,parking_lot,02242.jpg,train
8,stadium,02243.jpg,train
6,runway_mark,02244.jpg,train
7,ship,02245.jpg,train
8,stadium,02246.jpg,train
5,plane,02247.jpg,train
9,storage_tank,02248.jpg,train
9,storage_tank,02249.jpg,train
3,oil_gas_field,02250.jpg,train
7,ship,02251.jpg,train
1,harbor,02252.jpg,train
0,car,02253.jpg,train
7,ship,02254.jpg,train
1,harbor,02255.jpg,train
9,storage_tank,02256.jpg,train
2,helicopter,02257.jpg,train
0,car,02258.jpg,train
3,oil_gas_field,02259.jpg,train
8,stadium,02260.jpg,train
3,oil_gas_field,02261.jpg,train
2,helicopter,02262.jpg,train
2,helicopter,02263.jpg,train
3,oil_gas_field,02264.jpg,train
2,helicopter,02265.jpg,train
1,harbor,02266.jpg,train
7,ship,02267.jpg,train
2,helicopter,02268.jpg,train
8,stadium,02269.jpg,train
9,storage_tank,02270.jpg,train
4,parking_lot,02271.jpg,train
9,storage_tank,02272.jpg,train
3,oil_gas_field,02273.jpg,train
7,ship,02274.jpg,train
8,stadium,02275.jpg,train
3,oil_gas_field,02276.jpg,train
0,car,02277.jpg,train
0,car,02278.jpg,train
9,storage_tank,02279.jpg,train
6,runway_mark,02280.jpg,train
9,storage_tank,02281.jpg,train
0,car,02282.jpg,train
2,helicopter,02283.jpg,train
9,storage_tank,02284.jpg,train
5,plane,02285.jpg,train
4,parking_lot,02286.jpg,train
7,ship,02287.jpg,train
7,ship,02288.jpg,train
0,car,02289.jpg,train
5,plane,02290.jpg,train
7,ship,02291.jpg,train
7,ship,02292.jpg,train
1,harbor,02293.jpg,train
3,oil_gas_field,02294.jpg,train
0,car,02295.jpg,train
1,harbor,02296.jpg,train
7,ship,02297.jpg,train
2,helicopter,02298.jpg,train
7,ship,02299.jpg,train
6,runway_mark,02300.jpg,train
2,helicopter,02301.jpg,train
4,parking_lot,02302.jpg,train
5,plane,02303.jpg,train
9,storage_tank,02304.jpg,train
7,ship,02305.jpg,train
5,plane,02306.jpg,train
2,helicopter,02307.jpg,train
7,ship,02308.jpg,train
5,plane,02309.jpg,train
0,car,02310.jpg,train
8,stadium,02311.jpg,train
2,helicopter,02312.jpg,train
9,storage_tank,02313.jpg,train
4,parking_lot,02314.jpg,train
9,storage_tank,02315.jpg,train
3,oil_gas_field,02316.jpg,train
6,runway_mark,02317.jpg,train
4,parking_lot,02318.jpg,train
7,ship,02319.jpg,train
9,storage_tank,02320.jpg,train
5,plane,02321.jpg,train
5,plane,02322.jpg,train
9,storage_tank,02323.jpg,train
5,plane,02324.jpg,train
3,oil_gas_field,02325.jpg,train
1,harbor,02326.jpg,train
7,ship,02327.jpg,train
8,stadium,02328.jpg,train
8,stadium,02329.jpg,train
1,harbor,02330.jpg,train
5,plane,02331.jpg,train
3,oil_gas_field,02332.jpg,train
4,parking_lot,02333.jpg,train
1,harbor,02334.jpg,train
6,runway_mark,02335.jpg,train
9,storage_tank,02336.jpg,train
5,plane,02337.jpg,train
7,ship,02338.jpg,train
1,harbor,02339.jpg,train
8,stadium,02340.jpg,train
3,oil_gas_field,02341.jpg,train
5,plane,02342.jpg,train
9,storage_tank,02343.jpg,train
3,oil_gas_field,02344.jpg,train
9,storage_tank,02345.jpg,train
4,parking_lot,02346.jpg,train
9,storage_tank,02347.jpg,train
0,car,02348.jpg,train
7,ship,02349.jpg,train
6,runway_mark,02350.jpg,train
2,helicopter,02351.jpg,train
3,oil_gas_field,02352.jpg,train
1,harbor,02353.jpg,train
5,plane,02354.jpg,train
9,storage_tank,02355.jpg,train
6,runway_mark,02356.jpg,train
3,oil_gas_field,02357.jpg,train
3,oil_gas_field,02358.jpg,train
7,ship,02359.jpg,train
4,parking_lot,02360.jpg,train
6,runway_mark,02361.jpg,train
4,parking_lot,02362.jpg,train
7,ship,02363.jpg,train
4,parking_lot,02364.jpg,train
6,runway_mark,02365.jpg,train
3,oil_gas_field,02366.jpg,train
7,ship,02367.jpg,train
8,stadium,02368.jpg,train
3,oil_gas_field,02369.jpg,train
6,runway_mark,02370.jpg,train
6,runway_mark,02371.jpg,train
3,oil_gas_field,02372.jpg,train
8,stadium,02373.jpg,train
2,helicopter,02374.jpg,train
6,runway_mark,02375.jpg,train
8,stadium,02376.jpg,train
9,storage_tank,02377.jpg,train
4,parking_lot,02378.jpg,train
7,ship,02379.jpg,train
7,ship,02380.jpg,train
2,helicopter,02381.jpg,train
6,runway_mark,02382.jpg,train
5,plane,02383.jpg,train
6,runway_mark,02384.jpg,train
7,ship,02385.jpg,train
9,storage_tank,02386.jpg,train
9,storage_tank,02387.jpg,train
2,helicopter,02388.jpg,train
9,storage_tank,02389.jpg,train
6,runway_mark,02390.jpg,train
8,stadium,02391.jpg,train
0,car,02392.jpg,train
5,plane,02393.jpg,train
5,plane,02394.jpg,train
1,harbor,02395.jpg,train
9,storage_tank,02396.jpg,train
0,car,02397.jpg,train
3,oil_gas_field,02398.jpg,train
0,car,02399.jpg,train
0,car,02400.jpg,train
9,storage_tank,02401.jpg,train
9,storage_tank,02402.jpg,train
4,parking_lot,02403.jpg,train
5,plane,02404.jpg,train
2,helicopter,02405.jpg,train
9,storage_tank,02406.jpg,train
3,oil_gas_field,02407.jpg,train
8,stadium,02408.jpg,train
4,parking_lot,02409.jpg,train
8,stadium,02410.jpg,train
3,oil_gas_field,02411.jpg,train
2,helicopter,02412.jpg,train
7,ship,02413.jpg,train
2,helicopter,02414.jpg,train
7,ship,02415.jpg,train
6,runway_mark,02416.jpg,train
0,car,02417.jpg,train
3,oil_gas_field,02418.jpg,train
2,helicopter,02419.jpg,train
3,oil_gas_field,02420.jpg,train
5,plane,02421.jpg,train
6,runway_mark,02422.jpg,train
4,parking_lot,02423.jpg,train
7,ship,02424.jpg,train
7,ship,02425.jpg,train
3,oil_gas_field,02426.jpg,train
1,harbor,02427.jpg,train
3,oil_gas_field,02428.jpg,train
7,ship,02429.jpg,train
6,runway_mark,02430.jpg,train
4,parking_lot,02431.jpg,train
3,oil_gas_field,02432.jpg,train
9,storage_tank,02433.jpg,train
2,helicopter,02434.jpg,train
8,stadium,02435.jpg,train
9,storage_tank,02436.jpg,train
7,ship,02437.jpg,train
3,oil_gas_field,02438.jpg,train
1,harbor,02439.jpg,train
8,stadium,02440.jpg,train
8,stadium,02441.jpg,train
0,car,02442.jpg,train
0,car,02443.jpg,train
0,car,02444.jpg,train
0,car,02445.jpg,train
7,ship,02446.jpg,train
9,storage_tank,02447.jpg,train
2,helicopter,02448.jpg,train
8,stadium,02449.jpg,train
1,harbor,02450.jpg,train
8,stadium,02451.jpg,train
7,ship,02452.jpg,train
0,car,02453.jpg,train
3,oil_gas_field,02454.jpg,train
7,ship,02455.jpg,train
6,runway_mark,02456.jpg,train
6,runway_mark,02457.jpg,train
0,car,02458.jpg,train
3,oil_gas_field,02459.jpg,train
3,oil_gas_field,02460.jpg,train
8,stadium,02461.jpg,train
9,storage_tank,02462.jpg,train
6,runway_mark,02463.jpg,train
0,car,02464.jpg,train
9,storage_tank,02465.jpg,train
4,parking_lot,02466.jpg,train
8,stadium,02467.jpg,train
5,plane,02468.jpg,train
8,stadium,02469.jpg,train
0,car,02470.jpg,train
6,runway_mark,02471.jpg,train
9,storage_tank,02472.jpg,train
4,parking_lot,02473.jpg,train
0,car,02474.jpg,train
1,harbor,02475.jpg,train
6,runway_mark,02476.jpg,train
1,harbor,02477.jpg,train
3,oil_gas_field,02478.jpg,train
3,oil_gas_field,02479.jpg,train
3,oil_gas_field,02480.jpg,train
6,runway_mark,02481.jpg,train
3,oil_gas_field,02482.jpg,train
9,storage_tank,02483.jpg,train
6,runway_mark,02484.jpg,train
9,storage_tank,02485.jpg,train
3,oil_gas_field,02486.jpg,train
7,ship,02487.jpg,train
2,helicopter,02488.jpg,train
4,parking_lot,02489.jpg,train
5,plane,02490.jpg,train
1,harbor,02491.jpg,train
4,parking_lot,02492.jpg,train
7,ship,02493.jpg,train
6,runway_mark,02494.jpg,train
8,stadium,02495.jpg,train
1,harbor,02496.jpg,train
6,runway_mark,02497.jpg,train
9,storage_tank,02498.jpg,train
7,ship,02499.jpg,train
4,parking_lot,02500.jpg,train
7,ship,02501.jpg,train
5,plane,02502.jpg,train
4,parking_lot,02503.jpg,train
5,plane,02504.jpg,train
5,plane,02505.jpg,train
0,car,02506.jpg,train
9,storage_tank,02507.jpg,train
9,storage_tank,02508.jpg,train
5,plane,02509.jpg,train
2,helicopter,02510.jpg,train
3,oil_gas_field,02511.jpg,train
7,ship,02512.jpg,train
7,ship,02513.jpg,train
8,stadium,02514.jpg,train
9,storage_tank,02515.jpg,train
1,harbor,02516.jpg,train
9,storage_tank,02517.jpg,train
7,ship,02518.jpg,train
2,helicopter,02519.jpg,train
6,runway_mark,02520.jpg,train
5,plane,02521.jpg,train
7,ship,02522.jpg,train
1,harbor,02523.jpg,train
4,parking_lot,02524.jpg,train
0,car,02525.jpg,train
6,runway_mark,02526.jpg,train
5,plane,02527.jpg,train
3,oil_gas_field,02528.jpg,train
4,parking_lot,02529.jpg,train
4,parking_lot,02530.jpg,train
4,parking_lot,02531.jpg,train
3,oil_gas_field,02532.jpg,train
8,stadium,02533.jpg,train
5,plane,02534.jpg,train
6,runway_mark,02535.jpg,train
8,stadium,02536.jpg,train
0,car,02537.jpg,train
7,ship,02538.jpg,train
3,oil_gas_field,02539.jpg,train
3,oil_gas_field,02540.jpg,train
4,parking_lot,02541.jpg,train
6,runway_mark,02542.jpg,train
3,oil_gas_field,02543.jpg,train
0,car,02544.jpg,train
8,stadium,02545.jpg,train
6,runway_mark,02546.jpg,train
7,ship,02547.jpg,train
5,plane,02548.jpg,train
1,harbor,02549.jpg,train
3,oil_gas_field,02550.jpg,train
7,ship,02551.jpg,train
0,car,02552.jpg,train
1,harbor,02553.jpg,train
1,harbor,02554.jpg,train
6,runway_mark,02555.jpg,train
3,oil_gas_field,02556.jpg,train
8,stadium,02557.jpg,train
1,harbor,02558.jpg,train
4,parking_lot,02559.jpg,train
3,oil_gas_field,02560.jpg,train
6,runway_mark,02561.jpg,train
2,helicopter,02562.jpg,train
0,car,02563.jpg,train
1,harbor,02564.jpg,train
5,plane,02565.jpg,train
0,car,02566.jpg,train
6,runway_mark,02567.jpg,train
0,car,02568.jpg,train
7,ship,02569.jpg,train
5,plane,02570.jpg,train
4,parking_lot,02571.jpg,train
6,runway_mark,02572.jpg,train
0,car,02573.jpg,train
9,storage_tank,02574.jpg,train
5,plane,02575.jpg,train
3,oil_gas_field,02576.jpg,train
1,harbor,02577.jpg,train
4,parking_lot,02578.jpg,train
0,car,02579.jpg,train
8,stadium,02580.jpg,train
0,car,02581.jpg,train
9,storage_tank,02582.jpg,train
4,parking_lot,02583.jpg,train
1,harbor,02584.jpg,train
1,harbor,02585.jpg,train
9,storage_tank,02586.jpg,train
0,car,02587.jpg,train
0,car,02588.jpg,train
4,parking_lot,02589.jpg,train
0,car,02590.jpg,train
1,harbor,02591.jpg,train
5,plane,02592.jpg,train
9,storage_tank,02593.jpg,train
7,ship,02594.jpg,train
1,harbor,02595.jpg,train
1,harbor,02596.jpg,train
5,plane,02597.jpg,train
1,harbor,02598.jpg,train
7,ship,02599.jpg,train
1,harbor,02600.jpg,train
3,oil_gas_field,02601.jpg,train
4,parking_lot,02602.jpg,train
5,plane,02603.jpg,train
5,plane,02604.jpg,train
4,parking_lot,02605.jpg,train
8,stadium,02606.jpg,train
1,harbor,02607.jpg,train
4,parking_lot,02608.jpg,train
2,helicopter,02609.jpg,train
9,storage_tank,02610.jpg,train
5,plane,02611.jpg,train
6,runway_mark,02612.jpg,train
8,stadium,02613.jpg,train
9,storage_tank,02614.jpg,train
8,stadium,02615.jpg,train
2,helicopter,02616.jpg,train
5,plane,02617.jpg,train
0,car,02618.jpg,train
3,oil_gas_field,02619.jpg,train
1,harbor,02620.jpg,train
5,plane,02621.jpg,train
3,oil_gas_field,02622.jpg,train
4,parking_lot,02623.jpg,train
2,helicopter,02624.jpg,train
6,runway_mark,02625.jpg,train
0,car,02626.jpg,train
7,ship,02627.jpg,train
8,stadium,02628.jpg,train
8,stadium,02629.jpg,train
5,plane,02630.jpg,train
2,helicopter,02631.jpg,train
8,stadium,02632.jpg,train
8,stadium,02633.jpg,train
4,parking_lot,02634.jpg,train
4,parking_lot,02635.jpg,train
5,plane,02636.jpg,train
1,harbor,02637.jpg,train
1,harbor,02638.jpg,train
9,storage_tank,02639.jpg,train
9,storage_tank,02640.jpg,train
8,stadium,02641.jpg,train
4,parking_lot,02642.jpg,train
7,ship,02643.jpg,train
3,oil_gas_field,02644.jpg,train
0,car,02645.jpg,train
4,parking_lot,02646.jpg,train
6,runway_mark,02647.jpg,train
8,stadium,02648.jpg,train
4,parking_lot,02649.jpg,train
4,parking_lot,02650.jpg,train
6,runway_mark,02651.jpg,train
9,storage_tank,02652.jpg,train
2,helicopter,02653.jpg,train
5,plane,02654.jpg,train
4,parking_lot,02655.jpg,train
4,parking_lot,02656.jpg,train
9,storage_tank,02657.jpg,train
4,parking_lot,02658.jpg,train
9,storage_tank,02659.jpg,train
7,ship,02660.jpg,train
9,storage_tank,02661.jpg,train
7,ship,02662.jpg,train
1,harbor,02663.jpg,train
2,helicopter,02664.jpg,train
3,oil_gas_field,02665.jpg,train
0,car,02666.jpg,train
9,storage_tank,02667.jpg,train
3,oil_gas_field,02668.jpg,train
8,stadium,02669.jpg,train
7,ship,02670.jpg,train
5,plane,02671.jpg,train
8,stadium,02672.jpg,train
5,plane,02673.jpg,train
9,storage_tank,02674.jpg,train
6,runway_mark,02675.jpg,train
6,runway_mark,02676.jpg,train
4,parking_lot,02677.jpg,train
6,runway_mark,02678.jpg,train
4,parking_lot,02679.jpg,train
4,parking_lot,02680.jpg,train
0,car,02681.jpg,train
7,ship,02682.jpg,train
1,harbor,02683.jpg,train
4,parking_lot,02684.jpg,train
2,helicopter,02685.jpg,train
0,car,02686.jpg,train
7,ship,02687.jpg,train
5,plane,02688.jpg,train
9,storage_tank,02689.jpg,train
5,plane,02690.jpg,train
9,storage_tank,02691.jpg,train
1,harbor,02692.jpg,train
9,storage_tank,02693.jpg,train
3,oil_gas_field,02694.jpg,train
7,ship,02695.jpg,train
8,stadium,02696.jpg,train
7,ship,02697.jpg,train
0,car,02698.jpg,train
5,plane,02699.jpg,train
8,stadium,02700.jpg,train
3,oil_gas_field,02701.jpg,train
1,harbor,02702.jpg,train
1,harbor,02703.jpg,train
1,harbor,02704.jpg,train
2,helicopter,02705.jpg,train
9,storage_tank,02706.jpg,train
4,parking_lot,02707.jpg,train
8,stadium,02708.jpg,train
6,runway_mark,02709.jpg,train
4,parking_lot,02710.jpg,train
4,parking_lot,02711.jpg,train
1,harbor,02712.jpg,train
4,parking_lot,02713.jpg,train
9,storage_tank,02714.jpg,train
0,car,02715.jpg,train
3,oil_gas_field,02716.jpg,train
3,oil_gas_field,02717.jpg,train
9,storage_tank,02718.jpg,train
0,car,02719.jpg,train
9,storage_tank,02720.jpg,train
8,stadium,02721.jpg,train
8,stadium,02722.jpg,train
0,car,02723.jpg,train
1,harbor,02724.jpg,train
4,parking_lot,02725.jpg,train
9,storage_tank,02726.jpg,train
0,car,02727.jpg,train
7,ship,02728.jpg,train
9,storage_tank,02729.jpg,train
0,car,02730.jpg,train
2,helicopter,02731.jpg,train
1,harbor,02732.jpg,train
7,ship,02733.jpg,train
3,oil_gas_field,02734.jpg,train
5,plane,02735.jpg,train
7,ship,02736.jpg,train
9,storage_tank,02737.jpg,train
8,stadium,02738.jpg,train
9,storage_tank,02739.jpg,train
6,runway_mark,02740.jpg,train
5,plane,02741.jpg,train
5,plane,02742.jpg,train
4,parking_lot,02743.jpg,train
3,oil_gas_field,02744.jpg,train
9,storage_tank,02745.jpg,train
0,car,02746.jpg,train
9,storage_tank,02747.jpg,train
7,ship,02748.jpg,train
0,car,02749.jpg,train
2,helicopter,02750.jpg,train
3,oil_gas_field,02751.jpg,train
6,runway_mark,02752.jpg,train
4,parking_lot,02753.jpg,train
4,parking_lot,02754.jpg,train
1,harbor,02755.jpg,train
3,oil_gas_field,02756.jpg,train
3,oil_gas_field,02757.jpg,train
1,harbor,02758.jpg,train
6,runway_mark,02759.jpg,train
2,helicopter,02760.jpg,train
5,plane,02761.jpg,train
3,oil_gas_field,02762.jpg,train
6,runway_mark,02763.jpg,train
5,plane,02764.jpg,train
0,car,02765.jpg,train
3,oil_gas_field,02766.jpg,train
6,runway_mark,02767.jpg,train
8,stadium,02768.jpg,train
6,runway_mark,02769.jpg,train
7,ship,02770.jpg,train
6,runway_mark,02771.jpg,train
3,oil_gas_field,02772.jpg,train
1,harbor,02773.jpg,train
8,stadium,02774.jpg,train
1,harbor,02775.jpg,train
8,stadium,02776.jpg,train
3,oil_gas_field,02777.jpg,train
1,harbor,02778.jpg,train
4,parking_lot,02779.jpg,train
2,helicopter,02780.jpg,train
6,runway_mark,02781.jpg,train
7,ship,02782.jpg,train
0,car,02783.jpg,train
7,ship,02784.jpg,train
3,oil_gas_field,02785.jpg,train
8,stadium,02786.jpg,train
3,oil_gas_field,02787.jpg,train
8,stadium,02788.jpg,train
7,ship,02789.jpg,train
3,oil_gas_field,02790.jpg,train
7,ship,02791.jpg,train
1,harbor,02792.jpg,train
5,plane,02793.jpg,train
8,stadium,02794.jpg,train
2,helicopter,02795.jpg,train
5,plane,02796.jpg,train
9,storage_tank,02797.jpg,train
0,car,02798.jpg,train
9,storage_tank,02799.jpg,train
9,storage_tank,02800.jpg,train
5,plane,02801.jpg,train
7,ship,02802.jpg,train
0,car,02803.jpg,train
3,oil_gas_field,02804.jpg,train
3,oil_gas_field,02805.jpg,train
4,parking_lot,02806.jpg,train
6,runway_mark,02807.jpg,train
5,plane,02808.jpg,train
9,storage_tank,02809.jpg,train
0,car,02810.jpg,train
8,stadium,02811.jpg,train
2,helicopter,02812.jpg,train
2,helicopter,02813.jpg,train
0,car,02814.jpg,train
9,storage_tank,02815.jpg,train
4,parking_lot,02816.jpg,train
7,ship,02817.jpg,train
5,plane,02818.jpg,train
7,ship,02819.jpg,train
5,plane,02820.jpg,train
6,runway_mark,02821.jpg,train
4,parking_lot,02822.jpg,train
2,helicopter,02823.jpg,train
2,helicopter,02824.jpg,train
3,oil_gas_field,02825.jpg,train
4,parking_lot,02826.jpg,train
6,runway_mark,02827.jpg,train
7,ship,02828.jpg,train
7,ship,02829.jpg,train
9,storage_tank,02830.jpg,train
4,parking_lot,02831.jpg,train
6,runway_mark,02832.jpg,train
5,plane,02833.jpg,train
7,ship,02834.jpg,train
6,runway_mark,02835.jpg,train
1,harbor,02836.jpg,train
5,plane,02837.jpg,train
4,parking_lot,02838.jpg,train
8,stadium,02839.jpg,train
1,harbor,02840.jpg,train
6,runway_mark,02841.jpg,train
5,plane,02842.jpg,train
5,plane,02843.jpg,train
8,stadium,02844.jpg,train
1,harbor,02845.jpg,train
7,ship,02846.jpg,train
9,storage_tank,02847.jpg,train
8,stadium,02848.jpg,train
5,plane,02849.jpg,train
1,harbor,02850.jpg,train
9,storage_tank,02851.jpg,train
0,car,02852.jpg,train
8,stadium,02853.jpg,train
0,car,02854.jpg,train
4,parking_lot,02855.jpg,train
0,car,02856.jpg,train
0,car,02857.jpg,train
3,oil_gas_field,02858.jpg,train
7,ship,02859.jpg,train
0,car,02860.jpg,train
5,plane,02861.jpg,train
8,stadium,02862.jpg,train
7,ship,02863.jpg,train
3,oil_gas_field,02864.jpg,train
4,parking_lot,02865.jpg,train
6,runway_mark,02866.jpg,train
5,plane,02867.jpg,train
6,runway_mark,02868.jpg,train
3,oil_gas_field,02869.jpg,train
0,car,02870.jpg,train
